	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
29637	231130	ENSMUSG00000059866	Tnip2	252	172	167	144
27416	171180	ENSMUSG00000049303	Syt12	896	1387	136	216
29513	230249	ENSMUSG00000050812	Ecpas	1372	1647	624	347
6418	22411	ENSMUSG00000015957	Wnt11	106	67	73	28
33398	320072	ENSMUSG00000105923	A830019L24Rik	0	0	0	0
30260	237073	ENSMUSG00000031433	Rbm41	204	177	79	59
29612	230959	ENSMUSG00000039546	Ajap1	1	0	0	3
25193	110876	ENSMUSG00000075318	Scn2a	2	39	51	1
31033	245532	ENSMUSG00000031220	Awat2	10	13	11	3
609	12402	ENSMUSG00000034342	Cbl	214	292	102	63
12854	66410	ENSMUSG00000021519	Mterf3	344	252	166	161
5213	20528	ENSMUSG00000018566	Slc2a4	4	0	5	7
50922	100628573	ENSMUSG00000106074	Mir3969	0	0	0	0
50960	100628616	ENSMUSG00000105557	Mir3966	0	0	0	0
38319	622629	ENSMUSG00000071195	Gm10318	0	0	0	0
42572	100033459	ENSMUSG00000066677	Ifi208	5	0	35	5
17888	74760	ENSMUSG00000024663	Rab3il1	810	61	289	504
3349	17268	ENSMUSG00000020160	Meis1	49	115	176	104
6838	26450	ENSMUSG00000027428	Rbbp9	433	551	496	289
12707	66213	ENSMUSG00000020397	Med7	471	338	198	301
12703	66208	ENSMUSG00000037499	Nenf	1235	1197	3441	2705
6717	24067	ENSMUSG00000073079	Srp54a	156	154	100	34
6915	26942	ENSMUSG00000037617	Spag1	19	14	13	11
22740	105387	ENSMUSG00000033715	Akr1c14	543	92	734	535
169	11684	ENSMUSG00000000320	Alox12	11	1	5	2
168	11682	ENSMUSG00000055471	Alk	0	5	1	0
9433	56327	ENSMUSG00000024944	Arl2	1134	1087	1283	1274
34543	353374	ENSMUSG00000065110	Snord61	0	0	0	0
23254	107751	ENSMUSG00000041730	Prrxl1	0	0	0	0
46281	100043102	ENSMUSG00000097184	4632428C04Rik	5	6	4	4
51549	102465189	ENSMUSG00000099293	Mir6366	0	0	0	0
51548	102465188	ENSMUSG00000098675	Mir6364	0	0	0	0
51872	102466634	ENSMUSG00000098482	Mir6363	0	0	0	0
51807	102465962	ENSMUSG00000098448	Mir6362	0	0	0	0
16405	72324	ENSMUSG00000017417	Plxdc1	606	2835	403	58
34855	380840	ENSMUSG00000046573	Lyrm4	186	194	172	119
50978	100689703	ENSMUSG00000121107	9330133O14Rik	93	70	47	34
36671	434794	ENSMUSG00000079845	Xlr4a	1	3	1	1
602	12395	ENSMUSG00000006586	Runx1t1	4	19	9	8
18926	76551	ENSMUSG00000048701	Ccdc6	1410	1046	510	254
66	11492	ENSMUSG00000011256	Adam19	551	722	184	164
49944	100502846	ENSMUSG00000109372	Gm19410	0	0	0	0
14196	68396	ENSMUSG00000030004	Nat8	0	0	23	32
1060	13075	ENSMUSG00000032274	Cyp19a1	0	0	0	0
2129	14915	ENSMUSG00000023247	Guca2a	3	0	0	0
2108	14867	ENSMUSG00000068762	Gstm6	0	0	1	7
1969	14663	ENSMUSG00000022491	Glycam1	2	2	1	79
15850	71406	ENSMUSG00000028475	Spaar	1	0	1	0
20440	83429	ENSMUSG00000005949	Ctns	374	248	349	131
31154	246691	ENSMUSG00000070368	Prok1	0	0	0	1
19239	77106	ENSMUSG00000038141	Tmem181a	405	446	231	79
10017	59046	ENSMUSG00000007656	Arpp19	2103	1636	1272	1435
17462	74154	ENSMUSG00000015127	Unkl	120	153	126	33
13374	67161	ENSMUSG00000059834	Sclt1	101	105	64	31
1499	13824	ENSMUSG00000024376	Epb41l4a	15	0	0	4
3432	17476	ENSMUSG00000046805	Mpeg1	3415	282	3410	3147
46243	100043034	ENSMUSG00000067919	Rex2	0	0	0	0
40323	666317	ENSMUSG00000062551	Prl2c1	0	0	0	0
3368	17305	ENSMUSG00000018169	Mfng	54	10	32	61
3367	17304	ENSMUSG00000030605	Mfge8	7249	7831	11237	1643
50007	100502982	ENSMUSG00000117698	BC037704	21	13	6	22
18584	75833	ENSMUSG00000112201	4930532I03Rik	0	0	0	0
18100	75123	ENSMUSG00000110310	4930518J21Rik	0	0	0	0
33957	321019	ENSMUSG00000051212	Gpr183	128	22	52	147
33496	320237	ENSMUSG00000054850	Smim10l2a	0	0	1	0
30130	235380	ENSMUSG00000041268	Dmxl2	97	11	19	15
30742	242602	ENSMUSG00000054362	Lexm	0	0	0	0
30682	241850	ENSMUSG00000055882	Abhd16b	1	0	0	0
30117	235293	ENSMUSG00000032018	Sc5d	226	151	57	62
30106	235132	ENSMUSG00000047412	Zbtb44	599	572	355	199
8232	52202	ENSMUSG00000033931	Rbm34	549	459	181	180
10069	60531	ENSMUSG00000029831	Npvf	0	0	1	0
18449	75625	ENSMUSG00000047238	Mageh1	48	4	272	155
18421	75581	ENSMUSG00000029158	Yipf7	0	0	0	0
6230	22141	ENSMUSG00000031028	Tub	2	0	0	1
33720	320633	ENSMUSG00000050714	Zbtb26	173	158	38	31
13222	66953	ENSMUSG00000055612	Cdca7	311	215	81	98
14642	69277	ENSMUSG00000063364	3300002I08Rik	9	16	9	8
29822	232811	ENSMUSG00000059851	Kmt5c	191	180	152	179
16837	73212	ENSMUSG00000053553	3110082I17Rik	419	503	147	175
4068	18654	ENSMUSG00000004791	Pgf	50	98	71	28
2899	16539	ENSMUSG00000050963	Kcns2	0	0	0	0
13071	66734	ENSMUSG00000027602	Map1lc3a	1376	1128	1602	1590
17625	74386	ENSMUSG00000035367	Rmi1	176	185	86	96
9445	56353	ENSMUSG00000072872	Rybp	469	531	614	338
14409	68828	ENSMUSG00000001333	Sync	11	90	30	0
34209	329777	ENSMUSG00000039047	Pigk	1208	1289	939	638
20380	80978	ENSMUSG00000059408	Mrgprh	0	0	0	0
26871	114896	ENSMUSG00000031967	Afg3l1	932	1012	499	323
36589	434232	ENSMUSG00000073856	Iqck	76	65	44	9
51668	102465613	ENSMUSG00000099033	Mir7013	0	1	0	0
20170	78777	ENSMUSG00000025377	Tepsin	255	190	69	50
42248	735270	ENSMUSG00000076042	Mir710	0	0	0	0
42261	735284	ENSMUSG00000076143	Mir708	0	0	0	0
42247	735269	ENSMUSG00000076051	Mir707	0	0	0	0
42245	735267	ENSMUSG00000076012	Mir705	0	0	0	0
42266	735289	ENSMUSG00000076060	Mir704	0	0	0	0
26773	114668	ENSMUSG00000102185	5033404E19Rik	0	0	0	0
4227	18974	ENSMUSG00000020974	Pole2	321	195	66	53
20400	81018	ENSMUSG00000006418	Rnf114	1351	1145	1645	895
34293	330361	ENSMUSG00000035125	Gcfc2	40	51	28	9
16171	71966	ENSMUSG00000017837	Nkiras2	293	300	110	96
6835	26446	ENSMUSG00000069744	Psmb3	3194	1996	1643	2561
6827	26438	ENSMUSG00000003505	Psg18	0	0	0	0
761	12628	ENSMUSG00000026365	Cfh	653	779	172	125
24319	109672	ENSMUSG00000024646	Cyb5a	421	786	1297	1451
13139	66832	ENSMUSG00000073471	Rsph3a	226	227	151	112
13548	67402	ENSMUSG00000038709	Txndc8	0	0	0	0
14333	68680	ENSMUSG00000022215	Fitm1	0	0	0	0
13114	66793	ENSMUSG00000068617	Efcab1	0	0	4	2
21660	99650	ENSMUSG00000027942	4933434E20Rik	917	800	583	492
13321	67089	ENSMUSG00000021832	Psmc6	2277	1665	1085	871
14089	68202	ENSMUSG00000023089	Ndufa5	797	582	756	1873
14087	68198	ENSMUSG00000002416	Ndufb2	709	500	556	856
13066	66727	ENSMUSG00000024973	Plaat5	1	0	0	0
13530	67378	ENSMUSG00000031755	Bbs2	155	284	317	117
33625	320463	ENSMUSG00000036381	F630111L10Rik	0	0	0	0
44515	100038555	ENSMUSG00000109722	Gm10578	0	0	0	0
44373	100038356	ENSMUSG00000085828	Gm15612	1	0	0	0
34033	328309	ENSMUSG00000042857	Gm9776	45	69	40	38
18841	76367	ENSMUSG00000042854	Trp53rkb	79	46	6	23
13454	67281	ENSMUSG00000041841	Rpl37	18595	12675	10728	11560
13452	67279	ENSMUSG00000020801	Med31	539	433	331	440
13449	67276	ENSMUSG00000031527	Eri1	900	883	395	255
9302	56018	ENSMUSG00000030688	Stard10	657	678	713	482
12625	66108	ENSMUSG00000000399	Ndufa9	1093	832	816	805
9669	56726	ENSMUSG00000031246	Sh3bgrl	3473	4493	3515	1421
13432	67248	ENSMUSG00000079641	Rpl39	7745	5636	6672	6194
13423	67236	ENSMUSG00000021276	Cinp	583	638	185	243
16072	71819	ENSMUSG00000032254	Kif23	361	215	8	84
13419	67230	ENSMUSG00000057894	Zfp329	53	77	28	20
13414	67224	ENSMUSG00000003444	Med29	564	348	332	446
13413	67223	ENSMUSG00000001305	Rrp15	500	590	184	274
9663	56715	ENSMUSG00000025340	Rabgef1	559	506	518	300
13408	67217	ENSMUSG00000019718	L3hypdh	282	188	267	191
9682	56746	ENSMUSG00000062773	Tex101	0	0	0	0
9667	56722	ENSMUSG00000022500	Litaf	5920	4725	5024	2750
13401	67205	ENSMUSG00000028907	Utp11	1335	1102	450	593
4399	19240	ENSMUSG00000079523	Tmsb10	6647	5640	5347	5377
13397	67200	ENSMUSG00000030177	Ccdc77	65	68	29	22
5292	20658	ENSMUSG00000022961	Son	3029	3502	1764	1006
13393	67196	ENSMUSG00000026429	Ube2t	121	63	38	76
18575	75822	ENSMUSG00000115320	4930524C18Rik	0	0	0	0
16851	73242	ENSMUSG00000024426	Atat1	304	296	231	117
45872	100042149	ENSMUSG00000092167	Gm3696	0	0	0	0
28338	214932	ENSMUSG00000058979	Hdhd5	95	57	54	74
16059	71799	ENSMUSG00000029624	Ptcd1	328	347	210	111
2909	16554	ENSMUSG00000060012	Kif13b	349	746	397	179
4417	19260	ENSMUSG00000027843	Ptpn22	214	41	81	95
51886	102466648	ENSMUSG00000098726	Mir6417	0	0	0	0
7751	29866	ENSMUSG00000024857	Cabp2	0	0	0	0
1938	14612	ENSMUSG00000050234	Gja4	33	2	26	36
33715	320626	ENSMUSG00000090191	9230105E05Rik	0	1	0	7
7756	29873	ENSMUSG00000032482	Cspg5	3	1	156	135
36484	433771	ENSMUSG00000050608	Micos10	2305	1666	1441	1674
33650	320500	ENSMUSG00000046593	Tmem215	0	0	0	0
19144	76933	ENSMUSG00000079017	Ifi27l2a	95	17	1334	627
2272	15204	ENSMUSG00000030451	Herc2	807	1186	390	177
9999	59025	ENSMUSG00000047879	Usp14	1347	2136	467	301
17463	74155	ENSMUSG00000028967	Errfi1	19474	12083	39522	9212
17453	74143	ENSMUSG00000038084	Opa1	857	884	379	186
34528	353282	ENSMUSG00000061186	Sfmbt2	45	84	98	25
549	12323	ENSMUSG00000057897	Camk2b	32	89	71	11
4015	18577	ENSMUSG00000032177	Pde4a	392	951	222	126
5957	21645	ENSMUSG00000023949	Tcte1	0	0	0	0
20786	93723	ENSMUSG00000102742	Pcdhga11	416	2798	142	50
22963	106707	ENSMUSG00000041199	Rpusd1	234	253	147	107
22931	106504	ENSMUSG00000024006	Stk38	903	739	494	393
30833	243535	ENSMUSG00000049694	BC048671	2	0	0	0
15607	71029	ENSMUSG00000102004	4933402C06Rik	0	0	0	0
44349	100036768	ENSMUSG00000056687	Gm11696	15	8	9	16
16772	73086	ENSMUSG00000021180	Rps6ka5	122	209	394	233
2334	15361	ENSMUSG00000046711	Hmga1	1386	793	48	67
20217	78878	ENSMUSG00000086370	Ftx	94	69	70	42
35035	381707	ENSMUSG00000042184	1700069L16Rik	0	0	0	0
13290	67048	ENSMUSG00000073131	Vma21	1160	1251	743	395
28325	214779	ENSMUSG00000044296	Zfp879	0	0	1	1
3168	16963	ENSMUSG00000026573	Xcl1	0	0	0	0
3167	16956	ENSMUSG00000015568	Lpl	37	30	17	32
12446	64075	ENSMUSG00000021136	Smoc1	902	5042	235	69
22736	105355	ENSMUSG00000036083	Slc17a3	0	0	0	0
12959	66576	ENSMUSG00000063882	Uqcrh	3694	2307	3523	3636
34939	381290	ENSMUSG00000026463	Atp2b4	186	526	476	36
6748	24128	ENSMUSG00000027433	Xrn2	1730	1726	1000	385
29712	231830	ENSMUSG00000036718	Micall2	584	442	72	78
16191	71994	ENSMUSG00000053931	Cnn3	8170	8525	13093	8124
30109	235169	ENSMUSG00000039048	Foxred1	274	225	207	103
21765	100382	ENSMUSG00000078349	AW011738	16	12	121	20
51596	102465541	ENSMUSG00000098680	Mir6898	0	0	0	0
6415	22408	ENSMUSG00000022997	Wnt1	0	0	0	0
13905	67909	ENSMUSG00000028938	Galntl5	0	0	0	0
17567	74302	ENSMUSG00000034354	Mtmr3	1046	1355	992	351
51129	100861987	ENSMUSG00000094135	Gm21379	0	0	0	0
36622	434423	ENSMUSG00000060461	Dppa5a	0	0	0	0
1126	13180	ENSMUSG00000020098	Pcbd1	77	63	130	20
3499	17713	ENSMUSG00000029198	Grpel1	1398	940	512	561
20291	79554	ENSMUSG00000029073	Cptp	593	472	183	88
20284	79362	ENSMUSG00000030256	Bhlhe41	693	720	629	957
20279	79233	ENSMUSG00000046556	Zfp319	254	332	227	70
16245	72084	ENSMUSG00000023791	Pigx	564	406	475	236
6055	21846	ENSMUSG00000033191	Tie1	123	37	61	125
6407	22393	ENSMUSG00000039474	Wfs1	589	780	277	167
19769	78092	ENSMUSG00000094802	Samt1	0	0	0	0
891	12832	ENSMUSG00000026042	Col5a2	9035	17182	16606	767
896	12837	ENSMUSG00000068196	Col8a1	13693	35474	26346	1679
2100	14858	ENSMUSG00000057933	Gsta2	1	0	4	0
30891	243996	ENSMUSG00000084234	4933405O20Rik	0	0	0	0
4795	19719	ENSMUSG00000025158	Rfng	278	370	306	160
5991	21749	ENSMUSG00000025925	Terf1	248	153	107	131
3594	17877	ENSMUSG00000000435	Myf5	0	0	0	0
35155	382245	ENSMUSG00000041353	Tmem29	235	229	208	149
14995	69861	ENSMUSG00000042041	2010003K11Rik	0	0	1	0
51768	102465779	ENSMUSG00000098826	Mir7677	0	0	0	0
33097	319504	ENSMUSG00000020598	Nrcam	830	93	77	42
17870	74732	ENSMUSG00000039232	Stx11	357	232	192	175
38313	622554	ENSMUSG00000024786	Majin	4	4	12	7
17258	73866	ENSMUSG00000036013	Fam122c	0	0	0	0
732	12577	ENSMUSG00000037664	Cdkn1c	986	226	564	49
2255	15171	ENSMUSG00000045471	Hcrt	1	0	0	0
2250	15165	ENSMUSG00000021730	Hcn1	4	12	109	2
9396	56273	ENSMUSG00000028975	Pex14	944	940	413	229
51926	102466795	ENSMUSG00000098558	Mir7049	4	0	0	0
51925	102466794	ENSMUSG00000098325	Mir7048	0	0	0	0
3285	17179	ENSMUSG00000004933	Matk	63	26	18	75
30144	235469	ENSMUSG00000038535	Zfp280d	359	425	295	125
29058	225791	ENSMUSG00000049090	Zadh2	2362	3539	835	313
20950	94091	ENSMUSG00000020455	Trim11	350	267	116	121
27887	209086	ENSMUSG00000047735	Samd9l	68	145	363	43
1517	13849	ENSMUSG00000038776	Ephx1	1496	1447	1898	1552
29644	231207	ENSMUSG00000039782	Cpeb2	294	311	363	222
19229	77080	ENSMUSG00000047980	Pate5	0	0	0	0
8444	52589	ENSMUSG00000051359	Ncald	183	207	518	1010
46445	100043489	ENSMUSG00000097290	1300002E11Rik	60	80	82	55
29128	226409	ENSMUSG00000036086	Zranb3	50	57	49	14
30613	241073	ENSMUSG00000069085	Dytn	0	0	0	0
38090	620574	ENSMUSG00000094298	Vmn1r241	0	0	0	0
20354	80884	ENSMUSG00000025268	Maged2	1025	1071	728	377
33645	320492	ENSMUSG00000057715	A830018L16Rik	0	0	0	1
38423	623503	ENSMUSG00000090550	Prlh	0	0	0	0
45549	100041261	ENSMUSG00000095817	Gm3238	0	0	0	0
41732	670533	ENSMUSG00000059845	Gm11567	0	0	0	0
41584	668814	ENSMUSG00000092109	Gm9376	0	0	0	0
28983	224897	ENSMUSG00000001229	Dpp9	1100	1229	478	236
28743	218639	ENSMUSG00000042348	Arl15	308	322	203	156
28736	218543	ENSMUSG00000032621	Srek1	504	506	249	199
42272	751520	ENSMUSG00000076253	Mir680-3	0	0	0	0
15143	70144	ENSMUSG00000022801	Lrch3	325	561	359	115
34181	329581	ENSMUSG00000038840	Birc7	0	0	0	0
15569	70972	ENSMUSG00000116750	4931420L22Rik	0	0	0	0
9258	54725	ENSMUSG00000032076	Cadm1	4353	2913	2158	622
13208	66932	ENSMUSG00000047417	Rexo1	560	524	219	113
35087	381933	ENSMUSG00000073795	Spef1l	6	3	5	1
7909	50779	ENSMUSG00000021219	Rgs6	0	0	0	2
20967	94187	ENSMUSG00000045333	Zfp423	3	0	6	0
6411	22403	ENSMUSG00000027656	Ccn5	57	22	7	106
7661	28253	ENSMUSG00000030236	Slco1b2	0	0	0	0
14705	69371	ENSMUSG00000030292	Smco2	0	0	0	0
46865	100113394	ENSMUSG00000095521	Astx5	0	0	0	0
50705	100526463	ENSMUSG00000092867	Mir3058	1	5	1	0
50707	100526465	ENSMUSG00000092781	Mir3057	0	0	0	0
50779	100526544	ENSMUSG00000092847	Mir344d-1	0	0	0	0
34389	331392	ENSMUSG00000051537	Gm5124	17	8	1	0
33991	327946	ENSMUSG00000085162	Gm12295	0	0	0	0
657	12480	ENSMUSG00000041750	Cd1d2	0	0	1	0
28015	210982	ENSMUSG00000036568	Bicral	405	644	368	144
3627	17929	ENSMUSG00000024049	Myom1	16	5	11	18
1166	13239	ENSMUSG00000074439	Defa5	0	0	0	0
14044	68137	ENSMUSG00000002778	Kdelr1	3704	2947	2712	1503
20052	78560	ENSMUSG00000031486	Adgra2	4191	5686	3779	1373
30031	234542	ENSMUSG00000048617	Rtbdn	0	0	0	0
14657	69299	ENSMUSG00000031384	Asb9	0	0	0	0
9958	58861	ENSMUSG00000052821	Cysltr1	148	14	14	26
6887	26901	ENSMUSG00000032526	Ss18l2	499	321	261	235
18184	75247	ENSMUSG00000116907	4930553E22Rik	0	0	0	0
38728	626410	ENSMUSG00000106461	Gm20755	1	0	1	0
15759	71264	ENSMUSG00000114980	4933432I03Rik	0	0	0	0
3220	17086	ENSMUSG00000062524	Ncr1	1	0	0	1
3218	17084	ENSMUSG00000021423	Ly86	278	26	222	667
98	11544	ENSMUSG00000002844	Adprh	2622	2605	1385	1143
5388	20775	ENSMUSG00000022351	Sqle	1207	1152	388	255
17568	74303	ENSMUSG00000097267	1700109K24Rik	1	4	10	7
15363	70573	ENSMUSG00000004462	Tbccd1	180	176	204	86
5504	20981	ENSMUSG00000030731	Syt3	7	1	3	6
50755	100526517	ENSMUSG00000093227	Mir1251	0	0	0	1
1788	14346	ENSMUSG00000117146	Fut4-ps1	0	0	0	0
15782	71296	ENSMUSG00000031736	Crnde	26	35	25	8
47382	100216533	ENSMUSG00000092680	Snord55	20	35	12	13
47386	100216537	ENSMUSG00000065126	Snord104	35	21	50	75
28314	214627	ENSMUSG00000036779	Tent4b	717	741	379	220
37491	545490	ENSMUSG00000078879	Zfp973	0	0	0	0
6674	23983	ENSMUSG00000051695	Pcbp1	8359	6727	4875	4276
36078	407809	ENSMUSG00000101429	BC055402	0	0	0	0
20077	78603	ENSMUSG00000089706	B230216N24Rik	2	10	4	4
51584	102465224	ENSMUSG00000098756	Mir378d	0	0	0	0
42575	100034361	ENSMUSG00000048222	Mfap1b	199	177	83	84
46435	100043468	ENSMUSG00000096910	Zfp955b	70	69	33	6
48384	100416706	ENSMUSG00000058093	Zfp729b	64	92	46	27
16475	72472	ENSMUSG00000019838	Slc16a10	724	439	109	59
36899	442820	ENSMUSG00000112707	D830005E20Rik	0	0	0	0
51955	102466846	ENSMUSG00000119469	Mir7679	0	0	0	0
30754	242681	ENSMUSG00000089687	Rab42	1	1	2	4
10013	59042	ENSMUSG00000055681	Cope	2603	1965	1685	1368
49949	100502861	ENSMUSG00000079235	Ccdc13	0	0	34	4
13901	67900	ENSMUSG00000004748	Mtfp1	29	23	19	16
13900	67899	ENSMUSG00000039163	Cmc1	330	281	257	261
51690	102465635	ENSMUSG00000098783	Mir7050	0	0	0	0
1445	13656	ENSMUSG00000071341	Egr4	215	33	493	47
9781	57329	ENSMUSG00000027416	Otor	1	4	82	6
9806	57432	ENSMUSG00000027387	Zc3h8	43	73	17	17
16364	72269	ENSMUSG00000028755	Cda	1	0	0	0
16362	72267	ENSMUSG00000046589	Lrrc8e	2	2	1	0
16361	72265	ENSMUSG00000025935	Tram1	4250	2642	1115	595
16355	72254	ENSMUSG00000052794	1700030K09Rik	74	117	79	69
14557	69117	ENSMUSG00000053054	Adh6a	0	0	0	0
9230	54637	ENSMUSG00000031149	Praf2	1182	1285	1344	889
16880	73284	ENSMUSG00000046818	Ddit4l	49	13	116	164
20067	78586	ENSMUSG00000024135	Srbd1	315	417	194	46
26778	114673	ENSMUSG00000042360	4930433N12Rik	0	0	0	0
661	12484	ENSMUSG00000047139	Cd24a	200	25	62	107
4907	19982	ENSMUSG00000079435	Rpl36a	10557	8543	6516	4738
12986	66609	ENSMUSG00000058240	Cryzl1	635	650	342	320
38	11447	ENSMUSG00000026251	Chrnd	0	0	0	0
50769	100526533	ENSMUSG00000093081	Mir3075	0	0	0	0
34814	380684	ENSMUSG00000020396	Nefh	0	0	0	0
3694	18025	ENSMUSG00000029832	Nfe2l3	9	0	1	1
3693	18024	ENSMUSG00000015839	Nfe2l2	5690	4819	4462	2695
6794	26403	ENSMUSG00000004054	Map3k11	633	402	938	561
817	12733	ENSMUSG00000033770	Clcnka	1	0	0	0
16150	71927	ENSMUSG00000031703	Itfg1	1994	2642	1974	599
17219	73809	ENSMUSG00000025527	Satl1	0	0	0	0
17243	73844	ENSMUSG00000044835	Ankrd45	3	0	0	2
21618	99412	ENSMUSG00000002546	Golga2	1237	1624	723	302
29421	229503	ENSMUSG00000004896	Rrnad1	179	170	106	100
44697	100038854	ENSMUSG00000079594	Cstdc6	39	1	3	2
23426	108115	ENSMUSG00000038963	Slco4a1	55	4	21	3
12818	66366	ENSMUSG00000005881	Ergic3	3177	3177	5093	2519
27618	192734	ENSMUSG00000046807	Lrrc75b	223	151	1237	253
31062	245671	ENSMUSG00000041649	Klf8	16	2	47	6
26926	116701	ENSMUSG00000008090	Fgfrl1	3370	1968	6022	1509
30023	234404	ENSMUSG00000034829	Nxnl1	12	9	5	13
30015	234371	ENSMUSG00000002342	Tmem161a	933	1028	808	370
33122	319554	ENSMUSG00000058258	Idi1	126	63	40	5
20360	80891	ENSMUSG00000015852	Fcrls	575	52	39	25
3818	18216	ENSMUSG00000027568	Ntsr1	0	0	0	0
6888	26903	ENSMUSG00000033788	Dysf	342	333	241	39
51567	102465207	ENSMUSG00000098780	Mir6390	0	0	0	0
51566	102465206	ENSMUSG00000099036	Mir378c	0	0	0	0
14444	68917	ENSMUSG00000028470	Hint2	269	114	296	401
615	12411	ENSMUSG00000024039	Cbs	8	5	237	160
29103	226139	ENSMUSG00000040018	Cox15	487	498	241	175
12985	66607	ENSMUSG00000024678	Ms4a4d	1	3	3	3
9565	56527	ENSMUSG00000053693	Mast1	40	27	13	12
5015	20269	ENSMUSG00000057182	Scn3a	1	1	0	0
40914	667512	ENSMUSG00000094748	Vmn1r255	0	0	0	0
50667	100504687	ENSMUSG00000096995	2810029C07Rik	16	20	22	16
1122	13176	ENSMUSG00000060534	Dcc	2	2	0	0
15290	70448	ENSMUSG00000054514	Atad3aos	4	6	14	0
13750	67692	ENSMUSG00000050844	1700020N01Rik	0	0	0	0
34188	329639	ENSMUSG00000102785	Gm2447	0	0	0	1
28990	224938	ENSMUSG00000024083	Pja2	2570	2918	1229	426
15887	71489	ENSMUSG00000086199	Bcas3os1	0	0	0	0
16391	72306	ENSMUSG00000071477	Zfp777	380	495	234	258
30600	240894	ENSMUSG00000026560	Fmo9	0	0	0	0
51953	102466844	ENSMUSG00000099075	Mir7674	0	0	0	0
13224	66958	ENSMUSG00000050043	Tmx2	1018	1233	886	360
51585	102465225	ENSMUSG00000098264	Mir6414	0	0	0	0
17798	74635	ENSMUSG00000105838	4930425O10Rik	0	0	0	0
29332	228564	ENSMUSG00000027238	Frmd5	22	4	4	13
14910	69707	ENSMUSG00000035578	Iqcg	80	158	91	74
13585	67458	ENSMUSG00000001576	Ergic1	2811	2935	1750	863
9354	56184	ENSMUSG00000047002	Msgn1	0	0	0	0
31155	246694	ENSMUSG00000014418	Hps5	478	455	371	113
51586	102465226	ENSMUSG00000098910	Mir6416	0	0	0	0
37380	544817	ENSMUSG00000034255	Arhgap27	354	70	49	82
30037	234594	ENSMUSG00000036550	Cnot1	1218	1492	559	254
22662	104886	ENSMUSG00000021062	Rab15	726	575	62	21
17884	74753	ENSMUSG00000028331	Trmo	77	65	44	45
20006	78465	ENSMUSG00000070532	Ccdc190	0	1	10	2
28904	224109	ENSMUSG00000052384	Nrros	552	36	217	324
1457	13682	ENSMUSG00000022884	Eif4a2	5335	4238	5374	2173
384	12012	ENSMUSG00000039653	Baat	0	0	0	0
36061	406223	ENSMUSG00000064232	Gm5414	0	0	0	0
35122	382077	ENSMUSG00000037716	Ccdc33	0	0	0	0
5422	20848	ENSMUSG00000004040	Stat3	2725	3495	1952	979
34094	328830	ENSMUSG00000043939	A530064D06Rik	1	0	9	7
13097	66771	ENSMUSG00000018415	Gid4	921	1361	442	201
28067	211660	ENSMUSG00000056763	Cspp1	143	96	51	24
1301	13423	ENSMUSG00000003812	Dnase2a	442	307	494	421
1299	13419	ENSMUSG00000005980	Dnase1	16	12	17	4
53094	102632430	ENSMUSG00000116831	Gm30505	0	0	0	1
22735	105352	ENSMUSG00000069255	Dusp22	192	121	60	66
3570	17842	ENSMUSG00000066154	Mup3	0	0	0	0
50272	100503727	ENSMUSG00000102099	1700011B04Rik	0	0	0	0
6416	22409	ENSMUSG00000026167	Wnt10a	3480	355	133	467
12510	64704	ENSMUSG00000068329	Htra2	996	717	436	525
9453	56363	ENSMUSG00000026109	Tmeff2	6	18	122	116
3948	18457	ENSMUSG00000005804	Bloc1s6	1127	1195	535	323
2274	15206	ENSMUSG00000028940	Hes2	0	0	0	0
8508	52712	ENSMUSG00000018347	Zkscan6	127	100	96	86
29704	231760	ENSMUSG00000029420	Rimbp2	0	1	0	0
4087	18693	ENSMUSG00000068206	Pick1	141	212	277	173
34173	329514	ENSMUSG00000074805	Il1bos	2	0	0	2
7915	50785	ENSMUSG00000045216	Hs6st1	1658	1791	1523	1079
29321	228410	ENSMUSG00000027176	Cstf3	450	372	186	106
31202	252966	ENSMUSG00000038990	Cables2	306	285	122	103
30238	236874	ENSMUSG00000079519	Gm14743	0	0	0	0
21784	100515	ENSMUSG00000046572	Zfp518b	15	94	2	62
9998	59024	ENSMUSG00000079487	Med12	547	902	356	177
14875	69655	ENSMUSG00000028865	Cd164l2	1	0	0	0
8178	52123	ENSMUSG00000031467	Agpat5	591	850	361	217
31178	246788	ENSMUSG00000043029	Trpv3	0	1	0	0
35430	384695	ENSMUSG00000094385	Vmn1r123	0	0	0	0
35409	384522	ENSMUSG00000118215	Vmn1r55	0	0	0	0
36527	434016	ENSMUSG00000093696	Vmn1r7	0	0	0	0
35431	384696	ENSMUSG00000094010	Vmn1r119	0	0	0	0
24239	109552	ENSMUSG00000003161	Sri	1586	1151	1570	1401
12932	66526	ENSMUSG00000028619	Tceanc2	242	258	240	162
12931	66525	ENSMUSG00000003438	Timm50	1054	830	409	389
47765	100316821	ENSMUSG00000088559	Mir1981	0	0	0	0
41300	668257	ENSMUSG00000067597	Dgat2l6	0	0	0	0
34969	381404	ENSMUSG00000054582	Pabpc1l	4	2	1	3
8836	53334	ENSMUSG00000010392	Gosr1	964	973	412	268
12974	66594	ENSMUSG00000020163	Uqcr11	2597	1074	1461	2480
17430	74108	ENSMUSG00000022685	Parn	561	774	552	158
6822	26432	ENSMUSG00000032374	Plod2	1737	2786	754	290
